Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
bani,{Ｂ}［他］水浴させる; （液体に）浸しておく; （水などを）浴びせかける,给…洗澡；浸泡；使沐浴,목욕시키다; (액체에) 담그다; (물 등을) 끼얹다,A,5.0,1.0,2.54,3.77
banko,"{Ｂ}銀行; （血液・情報などの）バンク; 【遊】（賭博で）親元にある賭け金, 場銭（ばせん）",银行；（血液、信息等的）库；（赌）庄家的赌金,"은행; 혈액·정보 등의 저장소; (도박) 판돈, 자금",B,7.0,2.0,5.67,6.33
barakti,"{Ｂ}［自］もがく, じたばたする; 《転》苦闘する",挣扎；折腾；（转）苦斗,"몸부림치다, 발버둥치다; (비유) 고투하다",C,8.0,3.0,8.79,8.4
barbo,"{Ｂ}あごひげ, ほおひげ",胡子,"수염, 턱수염",C,6.0,3.0,8.79,7.4
barelo,{Ｂ}樽（たる）; バレル（容量単位）,桶，酒桶；桶（容量单位）,"통, 술통; 배럴(용량 단위)",C,8.0,3.0,8.79,8.4
baro,"{Ｂ}障害; =baraĵo / 【理】バール（圧力の単位，bar）, >>paskalo",障碍，阻碍物；（理）巴（压力单位）,"장애물, 방해가 되는 것; (물리) 바(압력 단위)",B,6.0,2.0,5.67,5.83
bastono,"{Ｂ}棒, 杖（つえ）",棒，手杖,"막대기, 지팡이",B,6.0,2.0,5.67,5.83
batali,{Ｂ}［自］戦う,战斗，斗争,싸우다,B,4.0,2.0,5.67,4.83
bati,"{Ｂ}［他］打つ, たたく, 殴る; （心臓が）鼓動する",打，击，敲；（心脏）跳动，拍打,"치다, 두드리다, 때리다; (심장이) 고동치다",A,3.0,1.0,2.54,2.77
bazaro,"{Ｂ}市場（いちば）, 市（いち）, マーケット, >>〜",市场，集市，商场，交易会,"시장, 장터, 마켓",C,8.0,3.0,8.79,8.4
bazo,"{Ｂ}土台, 基礎, 礎石; 《転》基盤, 根拠; 【生】基部; 【化】塩基; 【数】基数; 【数】基底; 【数】底辺; 【軍】基地",底座，基础，根基；（生）基部；（化）碱；（数）基数，基底，底边；基地,"토대, 기초, 주춧돌; (비유) 기반, 근거; (생물) 기부; (화학) 염기; (수학) 기수, 기저, 밑변; (군사) 기지",B,8.0,2.0,5.67,6.83
bebo,"{Ｂ}赤ん坊, =infaneto, >>suĉinfano",婴儿,"아기, 갓난아이",C,8.0,3.0,8.79,8.4
bedaŭri,"{Ｂ}［他］残念に思う, 惜しむ",遗憾，惋惜，感到可惜,유감스러워하다,A,6.0,1.0,2.54,4.27
beko,{Ｂ}くちばし; くちばし状の突起・先端,鸟嘴；（器具）嘴口、喷口,"새부리; (도구의) 주둥이, 노즐",C,6.0,3.0,8.79,7.4
bela,"{Ｂ}美しい, きれいな; 立派な, すばらしい; （天気が）晴れた",美丽，漂亮；美好；（天气）晴朗的,"아름답다, 예쁘다; 훌륭하다; (날씨가) 맑다",A,2.0,1.0,2.54,2.27
bendo,"{Ｂ}ひも, テープ, 帯, バンド; 【建】帯飾り（車のタイヤは通常 pneŭo）",带子，细绳，带；胶带，带状物,"끈, 띠, 테이프; (건축) 띠장식",B,9.0,2.0,5.67,7.33
beni,{Ｂ}［他］祝福する,祝福；祈福，赐福,축복하다,C,8.0,3.0,8.79,8.4
benko,{Ｂ}ベンチ,长凳，长椅,벤치,B,5.0,2.0,5.67,5.33
benzino,{Ｂ}ガソリン; 【化】ベンジン,挥发油，汽油,"휘발유, 가솔린",C,8.0,3.0,8.79,8.4
bero,{Ｂ}（イチゴ・ブドウなど汁気の多い）実; 【植】液果,浆果,딸기·포도 같은 즙 많은 열매; (식물) 장과,C,7.0,3.0,8.79,7.9
besto,"{Ｂ}（人間を除く）動物, 獣, >>〜",（不含人）动物；兽,사람을 제외한 동물,A,4.0,1.0,2.54,3.27
bezoni,"{Ｂ}［他］必要とする, >>necesi",需要,…을 필요로 하다,A,3.0,1.0,2.54,2.77
biblioteko,"{Ｂ}図書館, 図書室; 蔵書; 【情】ライブラリ",图书馆，图书室；藏书；（计）程序库,"도서관, 도서실; 장서; (컴퓨터) 라이브러리",B,8.0,2.0,5.67,6.83
biciklo,{Ｂ}自転車,（两轮）自行车,자전거,B,8.0,2.0,5.67,6.83
bieno,"{Ｂ}田園地所, 農場付きの地所",田庄，乡间地产,농장·건물이 딸린 시골 토지,C,7.0,3.0,8.79,7.9
biero,"{Ｂ}ビール, >>botela, >>barela",啤酒,맥주,B,7.0,2.0,5.67,6.33
bildo,"{Ｂ}絵, 図, 挿絵; 像, 光景; 映像, 影; 心象; 似姿; 比喩（ひゆ）; 【理】像; 【情】画像",图，图画，插图；像，影像；情景；心象；比喻形象,"그림, 도, 삽화; 상, 광경; 영상, 그림자; 심상; 닮은 모습; 비유; (물리) 상; (정보) 이미지",A,3.0,1.0,2.54,2.77
bileto,"{Ｂ}切符, 券; 紙幣; 簡単な手紙",票，券；钞票；便条，短笺,"표, 티켓; 지폐; 짧은 편지, 쪽지",B,7.0,2.0,5.67,6.33
bindi,{Ｂ}［他］製本する,装订；装帧,제본하다,C,9.0,3.0,8.79,8.9
birdo,{Ｂ}鳥; 《転》人（例: 「変なやつ」）,鸟；（转）怪人，怪家伙,새; (비유) 괴짜,A,3.0,1.0,2.54,2.77
blanka,"{Ｂ}白い; 空白の, 白紙の",白的；白色的；空白的,"하얀, 흰; 빈, 공백의",A,3.0,1.0,2.54,2.77
bleki,{Ｂ}［自］（動物が）鳴く; 《転》（人が）わめく,（动物）叫，鸣；（转）像兽一样叫嚷,(동물이) 울다; (비유) 짐승처럼 외치다,C,9.0,3.0,8.79,8.9
blinda,"{Ｂ}盲目の; 《転》盲目的な（差別的表現なので避けるべき）, =>senkritika, =>malprudenta",盲的，失明的；（转）盲目的,눈먼; (비유) 맹목적인(차별적 뉘앙스에 주의),B,7.0,2.0,5.67,6.33
bloko,"{Ｂ}塊, ブロック, 台; 街区; （暦・メモ用紙などの）一つづり; 【政】ブロック（国家や政党の連合）",块，整块；街区；一沓（纸）；（政）集团，联盟,"덩어리, 블록; 구획, 한 묶음; (정치) 블록(연합체)",B,9.0,2.0,5.67,7.33
blonda,{Ｂ}ブロンドの（毛髪が金色と栗色の中間）,金发的；浅金色的（多指头发）,금발 머리의,C,7.0,3.0,8.79,7.9
blovi,"{Ｂ}［自］（風が）吹く, 息を吐く; ［他］吹く, 吹き鳴らす",风吹，吹气；吹动，吹奏,"바람이 불다; 입으로 불다, 불어 울리다",B,6.0,2.0,5.67,5.83
blua,{Ｂ}青い,蓝色,"파란, 푸른",A,4.0,1.0,2.54,3.27
bluzo,"{Ｂ}【服】ブラウス; 上っ張り, 仕事着; ジャンパー, ブルゾン",衬衫；罩衣，工作服；短夹克（布鲁宗）,"블라우스; 작업복; 점퍼, 블루종",C,8.0,3.0,8.79,8.4
bo-,"{Ｂ}［接頭辞］（姻戚関係を示す）, >>〜patro, >>〜frato",[前缀] 表示姻亲关系,혼인관계(인척)를 나타내는 접두사,A,1.0,1.0,2.54,1.77
boato,"{Ｂ}ボート, 小舟",小船,"보트, 작은 배",B,8.0,2.0,5.67,6.83
boji,"{Ｂ}［自］（犬が）ほえる; 《転》（人が）わめく, がみがみ言う",（狗）吠叫；（转）叫骂，谩骂,"(개가) 짖다; (비유) 고함치다, 악다구니쓰다",C,8.0,3.0,8.79,8.4
boli,"{Ｂ}［自］沸騰する, 煮えたぎる; 《転》荒れ狂う, 激高する",沸腾；（转）激动，群情沸腾,"끓다, 비등하다; (비유) 격해지다, 들끓다",B,6.0,2.0,5.67,5.83
bombono,"{Ｂ}【菓】キャンデー, ボンボン",糖果,"사탕, 캔디",C,8.0,3.0,8.79,8.4
bona,"{Ｂ}良い, 善良な, りっぱな",好的；善良的；出色的,"좋은, 훌륭한",A,2.0,1.0,2.54,2.27
bordo,"{Ｂ}岸, 縁（ふち）",岸；边缘,"물가, 해안; 가장자리",B,4.0,2.0,5.67,4.83
bori,"{Ｂ}［他］穴をあける, せん孔する",钻孔，打洞（钻透）,구멍을 뚫다,C,8.0,3.0,8.79,8.4
botelo,{Ｂ}びん,瓶子；（尤指）玻璃瓶,병,B,6.0,2.0,5.67,5.83
bovo,{Ｂ}【動】ウシ（牛）（属）,牛,소,B,5.0,2.0,5.67,5.33
brako,{Ｂ}腕; 腕状の部分,胳膊；臂状部分,팔; 팔처럼 뻗은 부분,B,4.0,2.0,5.67,4.83
branĉo,"{Ｂ}枝; 《転》枝, 枝分かれ, 支流, 支線, 部門",枝；分支，支线，部门,"가지; (비유) 분파, 지선, 부문",B,6.0,2.0,5.67,5.83
brasiko,"{Ｂ}【植】キャベツ, =〜; （キャベツ、ハクサイ、カラシナ、アブラナ、カブなど）アブラナ属の植物の総称",卷心菜；（广）芸薹属蔬菜（如白菜等）,양배추; (넓게) 배추속 식물,C,7.0,3.0,8.79,7.9
brava,"{Ｂ}勇敢な, 勇ましい, りりしい; 実直な, 律義な; りっぱな",勇敢的，英勇的；正派的；出色的,"용감한, 의리 있는, 훌륭한",C,8.0,3.0,8.79,8.4
bredi,{Ｂ}［他］【農】動物を飼育・繁殖させる,饲养、繁殖动物,동물을 사육·번식시키다,C,9.0,3.0,8.79,8.9
bremso,{Ｂ}【機】ブレーキ,刹车；制动器,"브레이크, 제동기",C,8.0,3.0,8.79,8.4
breto,"{Ｂ}棚, 棚板",搁板,선반,C,7.0,3.0,8.79,7.9
briko,{Ｂ}れんが; れんが形のもの,砖,벽돌,C,7.0,3.0,8.79,7.9
brili,"{Ｂ}［自］輝く, 光る",发光；闪耀,빛나다,A,4.0,1.0,2.54,3.27
bronzo,{Ｂ}【化】青銅,青铜,"청동, 구리-주석 합금",C,9.0,3.0,8.79,8.9
broso,{Ｂ}ブラシ; 【電】ブラシ（電刷）,刷子；（电）电刷,"솔, 브러시; (전기) 브러시",C,6.0,3.0,8.79,7.4
brovo,{Ｂ}眉（まゆ）,眉毛,눈썹,C,8.0,3.0,8.79,8.4
broŝuro,"{Ｂ}小冊子, パンフレット",小册子，宣传册,"소책자, 팸플릿",C,8.0,3.0,8.79,8.4
brui,"{Ｂ}［自］騒音を出す, 騒ぎ立てる",发噪声，喧哗,시끄러운 소리를 내다,B,4.0,2.0,5.67,4.83
bruli,{Ｂ}［自］燃える,燃烧,불이 타다,A,3.0,1.0,2.54,2.77
bruna,"{Ｂ}褐色の, 栗色の, 茶色の",褐色，棕色,"갈색, 밤색",B,5.0,2.0,5.67,5.33
brusto,{Ｂ}胸,胸,"가슴, 흉부",B,5.0,2.0,5.67,5.33
bubo,"{Ｂ}いたずらっ子; 【遊】（トランプの）ジャック, =fanto",顽童，淘气鬼；（纸牌）J（杰克）,장난꾸러기; (카드) 잭,C,8.0,3.0,8.79,8.4
budo,"{Ｂ}仮小屋, スタンド, ブース, 売店",简易小屋，棚，摊店,"가건물, 임시 오두막; 가판대, 매점, 부스",C,8.0,3.0,8.79,8.4
buklo,"{Ｂ}巻き毛, カール; （巻いてできた）輪",卷发（束）；圈形物,"곱슬머리의 한 가닥; 고리, 고리 모양",C,9.0,3.0,8.79,8.9
bulko,"{Ｂ}【料】ロールパン, 菓子パン（など小型の丸いパン）",小圆面包,"작은 둥근 롤빵, 과자빵",C,9.0,3.0,8.79,8.9
bulo,"{Ｂ}玉, 団子",（可塑性的）球，团，块,"둥근 덩어리, 뭉치",C,7.0,3.0,8.79,7.9
bulteno,"{Ｂ}会報, 紀要, （定期）報告書",（定期的）会报，公报，通报,"회보, 공보, 정기·수시 통보",C,9.0,3.0,8.79,8.9
burĝono,{Ｂ}【植】（葉や花の）芽; つぼみ,芽，嫩枝，蕾,"싹, 꽃봉오리",C,9.0,3.0,8.79,8.9
butero,{Ｂ}【料】バター,黄油（乳脂制成的固体脂肪）,버터,B,5.0,2.0,5.67,5.33
butiko,"{Ｂ}店, 小売店",小商店，零售店,"가게, 상점",B,8.0,2.0,5.67,6.83
butono,{Ｂ}【服】ボタン; ボタン形のもの; つぼみ; 吹き出物,纽扣；按钮；钮状物；花蕾；皮肤小疹,단추; (기계·전자기기의) 버튼; 단추 모양의 것; 꽃봉오리; 작은 뾰루지,B,6.0,2.0,5.67,5.83
buĝeto,{Ｂ}【商】予算; 予算案,预算；预算案,예산; 예산안,C,9.0,3.0,8.79,8.9
buŝo,{Ｂ}口; 【解】口腔; 開口部,嘴；口；口腔；开口，口部,"입; (해부) 구강; 입구, 개구부",A,3.0,1.0,2.54,2.77
cedi,"{Ｂ}［自］譲歩する, 屈服する; ［他］譲る, 譲渡する",让步，退让；让与,"양보하다, 굴복하다; 양도하다, 넘겨주다",B,8.0,2.0,5.67,6.83
celo,"{Ｂ}目的, 目標",目的，目标，宗旨,"목적, 목표",A,4.0,1.0,2.54,3.27
cemento,"{Ｂ}セメント; 接合剤, 接着剤; （歯の）セメント質; 【地質】膠結物（こうけつぶつ）",水泥；接合剂；（牙）牙骨质；（地）胶结物,시멘트; 접합제; (치아) 백악질; (지질) 교결물,C,8.0,3.0,8.79,8.4
cent,{Ｂ}［数詞］百,百,백(100),A,1.0,1.0,2.54,1.77
centralo,"{Ｂ}（労組などの）連合本部, =centrejo; 【電】発電所; 【通】電話交換局",工会等联合会；（电）发电厂，电站；（电信）电话交换局,노동조합 등의 연합체; 발전소; 전화 교환국,C,9.0,3.0,8.79,8.9
centro,"{Ｂ}中心, 中央; 【政】中道, 中間派; 【解】中枢",中心，中央；（政）中间派；（解）中枢,"중심, 중앙; (정치) 중도; (해부) 중추",B,7.0,2.0,5.67,6.33
cepo,{Ｂ}【料】玉ネギ; 【植】タマネギ,洋葱，葱头,양파,C,9.0,3.0,8.79,8.9
cerbo,"{Ｂ}頭脳; 【解】脳, 大脳",（大）脑，头脑,"뇌, 두뇌",B,8.0,2.0,5.67,6.83
certa,"{Ｂ}確かな, 確実な; ある（特定の）",确实的，可靠的；某个（特定的）,"확실한, 틀림없는; 어떤(특정한)",A,3.0,1.0,2.54,2.77
cervo,{Ｂ}【動】シカ（鹿，属）; シカ（科）,鹿,사슴,C,9.0,3.0,8.79,8.9
cetera,"{Ｂ}残りの, そのほかの, その他の",其余，其他,"나머지의, 그 밖의",B,5.0,2.0,5.67,5.33
cifero,{Ｂ}数字,数字；数码符号,숫자,B,6.0,2.0,5.67,5.83
cigaredo,{Ｂ}紙巻きたばこ,纸烟，香烟,"궐련, 종이담배",C,7.0,3.0,8.79,7.9
cigno,{Ｂ}【鳥】ハクチョウ（白鳥）; 《転》詩聖,天鹅；（转）诗人,백조; (비유) 시인,C,9.0,3.0,8.79,8.9
ciklo,"{Ｂ}周期, 循環, サイクル; 【文】（同一主題の）物語群, 連作; 【化】炭素環; 【環】（物質の）循環, =cirkulado; 【理】サイクル（周波数の単位，c）",周期；循环；（文）组诗；（化）环；（环境）物质循环；（物）周（频率单位）,"주기, 순환, 사이클; (문학) 연작; (화학) 탄소환; (환경) 순환; (물리) 사이클(주파수 단위)",C,7.0,3.0,8.79,7.9
cindro,"{Ｂ}灰; 遺灰, 遺骨",余烬，灰；骨灰,"재, 잿더미; 유골",C,9.0,3.0,8.79,8.9
cirklo,"{Ｂ}【数】円周, 円, >>〜",圆，圆周，圆形；圈,"원, 원주",C,9.0,3.0,8.79,8.9
cirkonstanco,"{Ｂ}周囲の事情, 状況",情况，环境，形势,"상황, 사정",C,8.0,3.0,8.79,8.4
cirkulero,"{Ｂ}回状, 回覧状",通告，通函，通知书,"회람문, 회람장",C,9.0,3.0,8.79,8.9
cirkuli,{Ｂ}［自］循環する; （人や車が）往来する; （商品などが）流通する,循环；往来，流动；流通，传播,"순환하다, 돌다, 유통되다",C,9.0,3.0,8.79,8.9
citi,"{Ｂ}［他］引用する; （名前や例を）挙げる, 引き合いに出す",引用；举出，列举,인용하다; (이름·예를) 들다,C,8.0,3.0,8.79,8.4
citrono,"{Ｂ}《般》レモン（果実）, =limono",柠檬（果实）,레몬,C,7.0,3.0,8.79,7.9
civila,"{Ｂ}市民の, 文民の; 【法】民事の, ><militista, ><eklezia, ><ŝtata, ><kriminala",市民的，民间的，文职的；民事的,"시민의, 문민의; (법) 민사의",C,9.0,3.0,8.79,8.9
civilizi,"{Ｂ}［他］教化する, 文明化する",教化，使…开化,문명화하다,C,8.0,3.0,8.79,8.4
civito,"{Ｂ}【史】自治都市; 市民（全体）, 公民（全体）",自由市，自治市；市民全体，公民全体,"자치도시; 시민 전체, 공민 전체",C,9.0,3.0,8.79,8.9
da,{Ｂ}［前］（数量）～の～,用在数量与可量名词之间，表示其后名词的量,수량과 명사를 잇는 전치사,A,1.0,1.0,2.54,1.77
danci,"{Ｂ}［自］踊る, ダンスをする; 小躍りする, はねる; ［他］（～を）踊る",跳舞；雀跃，跳动；（他）跳（某种）舞,"춤추다; 흥겹게 뛰다, 뛰놀다; (…을) 추다",B,6.0,2.0,5.67,5.83
danki,"{Ｂ}［他］感謝する, ありがたく思う; 礼を言う, 謝意を表す",感谢，道谢，表示谢意,"감사하다, 고마워하다; 사의를 표하다",A,3.0,1.0,2.54,2.77
danĝero,"{Ｂ}危険, 危難",危险,"위험, 위태로움",B,5.0,2.0,5.67,5.33
dato,"{Ｂ}日付, 年月日; 期日, 日取り",日期，日子,"날짜, 연월일; 기일",A,7.0,1.0,2.54,4.77
de,{Ｂ}［前］～の（所有・関係）; ～から（起点・原因）; ～によって（動作の主体）,的；从；被,"…의; …에서, …로부터; …에 의해",A,1.0,1.0,2.54,1.77
decembro,{Ｂ}１２月,十二月,십이월,A,5.0,1.0,2.54,3.77
deci,{Ｂ}［自］礼儀・作法にかなう; （礼儀・作法上）ふさわしい,合礼，得体，适宜,"예의에 맞다, 적절하다",B,9.0,2.0,5.67,7.33
decidi,"{Ｂ}［他］決める, 決定する; 決心する",决心，决定,"결정하다, 결심하다",A,5.0,1.0,2.54,3.77
dediĉi,{Ｂ}［他］（努力・時間を）ささげる; （著書・楽曲を）献呈する; 【宗】奉献する,献；题献；献身，致力于；（宗）奉献,(시간·노력을) 바치다; (저작·악곡을) 헌정하다; (종교) 봉헌하다,C,8.0,3.0,8.79,8.4
defendi,"{Ｂ}［他］守る, 防御する, 防衛する; 【法】弁護する",防御，保卫；（法）辩护,"지키다, 방어하다; (법) 변호하다",B,6.0,2.0,5.67,5.83
deficito,"{Ｂ}【商】欠損, 赤字",赤字，逆差,적자,C,8.0,3.0,8.79,8.4
degeli,{Ｂ}［自］（雪、氷、霜が）とける,（冰雪）融化，融解，解冻,눈·얼음이 녹다,C,8.0,3.0,8.79,8.4
dek,{Ｂ}［数詞］十,十,"열, 십",A,1.0,1.0,2.54,1.77
deklari,"{Ｂ}［他］宣言する, 宣告する; 表明する, 明言する; （課税品を）申告する",宣言，宣布；表明，明言；申报,"선언하다, 표명하다; (세관) 신고하다",C,8.0,3.0,8.79,8.4
deklivo,"{Ｂ}坂, 斜面; 傾斜",斜面，坡,"비탈, 경사지; 경사",C,7.0,3.0,8.79,7.9
dekoracio,"{Ｂ}装飾, 飾り付け; 【劇】舞台装置, 背景, 書割（かきわり）",装饰，陈设；布景,"장식, 꾸밈; (연극) 무대장치, 배경",C,8.0,3.0,8.79,8.4
dekstra,"{Ｂ}右の; 【政】右翼の, 右派の",右的，右边的；（政）右派的,"오른쪽의; (정치) 우익의, 우파의",A,3.0,1.0,2.54,2.77
delegi,"{Ｂ}［他］（代表として）送り出す, （代表に）任命する; （職権を）委任する",派为代表；委任，委托（职权）,대표로 파견하다; 대표로 임명하다; (권한을) 위임하다,C,8.0,3.0,8.79,8.4
delikata,"{Ｂ}繊細な, 洗練された; 優美な, 上品な; 鋭敏な, 敏感な; きゃしゃな, 壊れやすい",精致，高雅；敏感的；纤细而易损的,섬세하고 세련된; 우아하고 품위 있는; 민감한; 연약하고 깨지기 쉬운,B,6.0,2.0,5.67,5.83
demandi,"{Ｂ}［他］質問する, たずねる",问；询问；提问,"묻다, 질문하다, 문의하다",A,2.0,1.0,2.54,2.27
densa,"{Ｂ}濃い, 濃密な; 密集した, 密生した; 【写】（ネガが）濃い, 肉乗りのよい",浓的，浓密的；稠密的，密集的；（植）茂密的；（摄影）密度高的，不透明的,"짙은, 농밀한; 빽빽한, 밀도가 높은; (사진) 농도가 짙은, 불투명한",B,6.0,2.0,5.67,5.83
dento,"{Ｂ}歯; 《転》歯状の物, 突起",牙，齿；齿状物，突起,이(치아); (비유) 톱니·돌기,A,4.0,1.0,2.54,3.27
deponi,"{Ｂ}［他］預ける, 寄託する; 預金する; 【地】【化】沈殿・堆積させる, =sekurigi",寄存，存放；存款；（地/化）沉积，沉淀,"맡기다, 보관시키다; 예금하다; (지질/화학) 침전·퇴적시키다",C,9.0,3.0,8.79,8.9
deputi,"{Ｂ}［他］（議会などの代表として）選出して送り出す, >>〜",选出并派为代表（尤指议会代表）,대표로 선출해 보내다,C,9.0,3.0,8.79,8.9
des,{Ｂ}［副］それだけ,前项越…，后项越…（相关比较后项）,"그만큼, 더욱(상관 비교 구문의 뒷절)",B,7.0,2.0,5.67,6.33
desegni,"{Ｂ}［他］描く, 素描する, デッサンする; デザインする, 設計図をひく, 製図する; 《転》輪郭を示す",画出轮廓，勾画；设计，制图,"그리다, 데생하다; 설계하다, 제도하다; (비유) 윤곽을 보이다",B,6.0,2.0,5.67,5.83
